"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6266","Баг пагинации на главной странице","chromium","Sat Jun 21 02:00:24 GMT 2025","failed","Sat Jun 21 02:00:30 GMT 2025","","tests.spec.js","",""
"","30011","Баг неполного изображения товара на главной странице","chromium","Sat Jun 21 02:01:33 GMT 2025","broken","Sat Jun 21 02:02:03 GMT 2025","","tests.spec.js","",""
"","7112","Баг выбора количества товара>","chromium","Sat Jun 21 02:03:46 GMT 2025","passed","Sat Jun 21 02:03:53 GMT 2025","","tests.spec.js","",""
"","10064","Баг выбора валюты","chromium","Sat Jun 21 02:02:03 GMT 2025","passed","Sat Jun 21 02:02:14 GMT 2025","","tests.spec.js","",""
"","30009","Баг публикации отзыва на странице продукта","chromium","Sat Jun 21 02:03:15 GMT 2025","broken","Sat Jun 21 02:03:45 GMT 2025","","tests.spec.js","",""
