"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30009","Баг публикации отзыва на странице продукта","chromium","Tue Aug 12 02:07:32 GMT 2025","broken","Tue Aug 12 02:08:02 GMT 2025","","tests.spec.js","",""
"","30010","Баг пагинации на главной странице","chromium","Tue Aug 12 02:02:56 GMT 2025","broken","Tue Aug 12 02:03:26 GMT 2025","","tests.spec.js","",""
"","30012","Баг выбора валюты","chromium","Tue Aug 12 02:06:00 GMT 2025","broken","Tue Aug 12 02:06:30 GMT 2025","","tests.spec.js","",""
"","30011","Баг неполного изображения товара на главной странице","chromium","Tue Aug 12 02:04:28 GMT 2025","broken","Tue Aug 12 02:04:58 GMT 2025","","tests.spec.js","",""
"","13341","Баг выбора количества товара>","chromium","Tue Aug 12 02:08:03 GMT 2025","passed","Tue Aug 12 02:08:16 GMT 2025","","tests.spec.js","",""
