"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30013","Баг неполного изображения товара на главной странице","chromium","Wed Apr 09 01:52:32 GMT 2025","broken","Wed Apr 09 01:53:02 GMT 2025","","tests.spec.js","",""
"","7545","Баг пагинации на главной странице","chromium","Wed Apr 09 01:51:22 GMT 2025","failed","Wed Apr 09 01:51:30 GMT 2025","","tests.spec.js","",""
"","10975","Баг выбора валюты","chromium","Wed Apr 09 01:53:03 GMT 2025","passed","Wed Apr 09 01:53:14 GMT 2025","","tests.spec.js","",""
"","9843","Баг выбора количества товара>","chromium","Wed Apr 09 01:54:46 GMT 2025","passed","Wed Apr 09 01:54:56 GMT 2025","","tests.spec.js","",""
"","30009","Баг публикации отзыва на странице продукта","chromium","Wed Apr 09 01:54:16 GMT 2025","broken","Wed Apr 09 01:54:46 GMT 2025","","tests.spec.js","",""
