"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30009","Баг выбора валюты","chromium","Fri Sep 19 01:53:37 UTC 2025","broken","Fri Sep 19 01:54:07 UTC 2025","","tests.spec.js","",""
"","6601","Баг пагинации на главной странице","chromium","Fri Sep 19 01:50:56 UTC 2025","failed","Fri Sep 19 01:51:03 UTC 2025","","tests.spec.js","",""
"","30010","Баг выбора количества товара>","chromium","Fri Sep 19 01:56:41 UTC 2025","broken","Fri Sep 19 01:57:11 UTC 2025","","tests.spec.js","",""
"","30010","Баг неполного изображения товара на главной странице","chromium","Fri Sep 19 01:52:05 UTC 2025","broken","Fri Sep 19 01:52:35 UTC 2025","","tests.spec.js","",""
"","30010","Баг публикации отзыва на странице продукта","chromium","Fri Sep 19 01:55:09 UTC 2025","broken","Fri Sep 19 01:55:39 UTC 2025","","tests.spec.js","",""
