"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6648","Баг пагинации на главной странице","chromium","Mon Mar 17 01:51:59 GMT 2025","failed","Mon Mar 17 01:52:05 GMT 2025","","tests.spec.js","",""
"","30010","Баг публикации отзыва на странице продукта","chromium","Mon Mar 17 01:54:50 GMT 2025","broken","Mon Mar 17 01:55:20 GMT 2025","","tests.spec.js","",""
"","30009","Баг неполного изображения товара на главной странице","chromium","Mon Mar 17 01:53:08 GMT 2025","broken","Mon Mar 17 01:53:38 GMT 2025","","tests.spec.js","",""
"","6934","Баг выбора количества товара>","chromium","Mon Mar 17 01:55:21 GMT 2025","passed","Mon Mar 17 01:55:28 GMT 2025","","tests.spec.js","",""
"","10295","Баг выбора валюты","chromium","Mon Mar 17 01:53:38 GMT 2025","passed","Mon Mar 17 01:53:49 GMT 2025","","tests.spec.js","",""
