"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10106","Баг выбора валюты","chromium","Tue Jan 14 01:40:23 GMT 2025","passed","Tue Jan 14 01:40:33 GMT 2025","","tests.spec.js","",""
"","7248","Баг выбора количества товара>","chromium","Tue Jan 14 01:42:05 GMT 2025","passed","Tue Jan 14 01:42:12 GMT 2025","","tests.spec.js","",""
"","30010","Баг неполного изображения товара на главной странице","chromium","Tue Jan 14 01:39:52 GMT 2025","broken","Tue Jan 14 01:40:22 GMT 2025","","tests.spec.js","",""
"","6300","Баг пагинации на главной странице","chromium","Tue Jan 14 01:38:44 GMT 2025","failed","Tue Jan 14 01:38:50 GMT 2025","","tests.spec.js","",""
"","30008","Баг публикации отзыва на странице продукта","chromium","Tue Jan 14 01:41:34 GMT 2025","broken","Tue Jan 14 01:42:04 GMT 2025","","tests.spec.js","",""
