"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6384","Баг пагинации на главной странице","chromium","Sat Apr 05 01:49:37 GMT 2025","failed","Sat Apr 05 01:49:43 GMT 2025","","tests.spec.js","",""
"","30010","Баг неполного изображения товара на главной странице","chromium","Sat Apr 05 01:50:45 GMT 2025","broken","Sat Apr 05 01:51:15 GMT 2025","","tests.spec.js","",""
"","10267","Баг выбора валюты","chromium","Sat Apr 05 01:51:16 GMT 2025","passed","Sat Apr 05 01:51:26 GMT 2025","","tests.spec.js","",""
"","30008","Баг публикации отзыва на странице продукта","chromium","Sat Apr 05 01:52:28 GMT 2025","broken","Sat Apr 05 01:52:58 GMT 2025","","tests.spec.js","",""
"","7988","Баг выбора количества товара>","chromium","Sat Apr 05 01:52:58 GMT 2025","passed","Sat Apr 05 01:53:06 GMT 2025","","tests.spec.js","",""
