"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8463","Баг выбора количества товара>","chromium","Fri Mar 28 01:53:06 GMT 2025","passed","Fri Mar 28 01:53:14 GMT 2025","","tests.spec.js","",""
"","11799","Баг выбора валюты","chromium","Fri Mar 28 01:51:22 GMT 2025","passed","Fri Mar 28 01:51:34 GMT 2025","","tests.spec.js","",""
"","6927","Баг пагинации на главной странице","chromium","Fri Mar 28 01:49:42 GMT 2025","failed","Fri Mar 28 01:49:49 GMT 2025","","tests.spec.js","",""
"","30009","Баг неполного изображения товара на главной странице","chromium","Fri Mar 28 01:50:51 GMT 2025","broken","Fri Mar 28 01:51:21 GMT 2025","","tests.spec.js","",""
"","30011","Баг публикации отзыва на странице продукта","chromium","Fri Mar 28 01:52:35 GMT 2025","broken","Fri Mar 28 01:53:05 GMT 2025","","tests.spec.js","",""
